patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1228.0
7,1,2,0.4,0.2,0.6,0.4,1211.0
13,2,3,0.6,0.4,0.8,0.6,1184.0
8,1,3,0.6,0.2,0.8,0.4,1172.0
17,3,2,0.4,0.6,0.6,0.8,1171.0
11,2,1,0.2,0.4,0.4,0.6,1170.0
6,1,1,0.2,0.2,0.4,0.4,1155.0
18,3,3,0.6,0.6,0.8,0.8,1127.0
16,3,1,0.2,0.6,0.4,0.8,1121.0
2,0,2,0.4,0.0,0.6,0.2,1044.0
3,0,3,0.6,0.0,0.8,0.2,1017.0
1,0,1,0.2,0.0,0.4,0.2,999.0
22,4,2,0.4,0.8,0.6,1.0,965.0
14,2,4,0.8,0.4,1.0,0.6,955.0
9,1,4,0.8,0.2,1.0,0.4,946.0
10,2,0,0.0,0.4,0.2,0.6,934.0
23,4,3,0.6,0.8,0.8,1.0,933.0
21,4,1,0.2,0.8,0.4,1.0,931.0
5,1,0,0.0,0.2,0.2,0.4,922.0
19,3,4,0.8,0.6,1.0,0.8,920.0
15,3,0,0.0,0.6,0.2,0.8,900.0
4,0,4,0.8,0.0,1.0,0.2,844.0
0,0,0,0.0,0.0,0.2,0.2,821.0
24,4,4,0.8,0.8,1.0,1.0,776.0
20,4,0,0.0,0.8,0.2,1.0,768.0
