patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1125.0
17,3,2,0.4,0.6,0.6,0.8,1096.0
13,2,3,0.6,0.4,0.8,0.6,1037.0
11,2,1,0.2,0.4,0.4,0.6,1031.0
16,3,1,0.2,0.6,0.4,0.8,1006.0
18,3,3,0.6,0.6,0.8,0.8,1005.0
7,1,2,0.4,0.2,0.6,0.4,974.0
8,1,3,0.6,0.2,0.8,0.4,913.0
6,1,1,0.2,0.2,0.4,0.4,899.0
22,4,2,0.4,0.8,0.6,1.0,767.0
21,4,1,0.2,0.8,0.4,1.0,718.0
23,4,3,0.6,0.8,0.8,1.0,710.0
14,2,4,0.8,0.4,1.0,0.6,686.0
19,3,4,0.8,0.6,1.0,0.8,673.0
10,2,0,0.0,0.4,0.2,0.6,646.0
15,3,0,0.0,0.6,0.2,0.8,636.0
9,1,4,0.8,0.2,1.0,0.4,613.0
5,1,0,0.0,0.2,0.2,0.4,593.0
2,0,2,0.4,0.0,0.6,0.2,564.0
3,0,3,0.6,0.0,0.8,0.2,547.0
1,0,1,0.2,0.0,0.4,0.2,538.0
24,4,4,0.8,0.8,1.0,1.0,505.0
20,4,0,0.0,0.8,0.2,1.0,488.0
4,0,4,0.8,0.0,1.0,0.2,406.0
0,0,0,0.0,0.0,0.2,0.2,392.0
